Fund,Function,Object,Program,JobClass,Part II,PartII-Total,Part III,Part IV,Part X 1  to 4,Part X 5 to 8,Part X 9 to 13,Part XI,Part XII line 1,Part XII line 2,Part XII line 3,Part XII line 4,Part XII line 5,Part XIII line 1,Part XIII line 2-8,AE3,Part XIII line 10-16,Part XIII Line 18,Part XIII Line 19-25,Part XIII Line 26-27,Part XIII Line 28-29,Part VI
11000,1000,52111,2000,1711,V10,E13,,,Z34,,,CE1,SE1,SE2,,,,,,,,,,,,
11000,1000,52111,2000,1712,V10,E13,,,Z34,,,CE1,SE1,SE2,,,,,,,,,,,,
11000,1000,52111,2000,1713,V10,E13,,,Z34,,,CE1,SE1,SE2,,,,,,,,,,,,
11000,1000,52111,2000,1714,V10,E13,,,Z34,,,CE1,SE1,SE2,,,,,,,,,,,,
11000,1000,52111,3000,0,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52111,3000,1415,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52111,3000,1621,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52111,3000,1624,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52111,3000,1711,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52111,3000,1713,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52111,4010,0,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52111,4010,1411,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52111,4010,1412,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52111,4010,1413,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52111,4010,1414,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52111,4010,1416,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52111,4010,1621,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52111,4010,1624,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52111,4010,1711,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52111,4010,1713,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52111,4010,1714,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52111,4020,0,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52111,4020,1411,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52111,4020,1412,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52111,4020,1413,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52111,4020,1414,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52111,4020,1415,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52111,4020,1416,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52111,4020,1422,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52111,4020,1621,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52111,4020,1624,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52111,4020,1711,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52111,4020,1713,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52111,4020,1714,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52111,4025,0,V10,E13,,,Z34,,,CE1,SE1,SE2,,,,,,,,,,,,
11000,1000,52111,4025,1412,V10,E13,,,Z34,,,CE1,SE1,SE2,,,,,,,,,,,,
11000,1000,52111,4025,1422,V10,E13,,,Z34,,,CE1,SE1,SE2,,,,,,,,,,,,
11000,1000,52111,4025,1621,V10,E13,,,Z34,,,CE1,SE1,SE2,,,,,,,,,,,,
11000,1000,52111,4025,1711,V10,E13,,,Z34,,,CE1,SE1,SE2,,,,,,,,,,,,
11000,1000,52111,4025,1712,V10,E13,,,Z34,,,CE1,SE1,SE2,,,,,,,,,,,,
11000,1000,52111,4025,1714,V10,E13,,,Z34,,,CE1,SE1,SE2,,,,,,,,,,,,
11000,1000,52111,4030,0,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52111,4030,1411,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52111,4030,1412,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52111,4030,1413,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52111,4030,1414,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52111,4030,1621,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52111,4030,1624,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52111,4030,1711,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52111,4030,1713,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52111,4030,1714,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52111,4040,0,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52111,4040,1411,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52111,4040,1412,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52111,4040,1413,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52111,4040,1414,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52111,4040,1415,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52111,4040,1416,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52111,4040,1422,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52111,4040,1610,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52111,4040,1611,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52111,4040,1612,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52111,4040,1621,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52111,4040,1624,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52111,4040,1711,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52111,4040,1712,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52111,4040,1713,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52111,4040,1714,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52111,9000,0,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52111,9000,1411,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52111,9000,1415,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52111,9000,1416,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52111,9000,1422,V10,E13,,,Z34,,,CE1,SE1,SE2,,,,,,,,,,,,
11000,1000,52111,9000,1618,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52111,9000,1621,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52111,9000,1622,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52111,9000,1624,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52111,9000,1711,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,0,0,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,0,1610,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,0,1611,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,0,1612,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,0,1613,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,1010,0,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,1010,1411,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,1010,1412,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,1010,1413,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,1010,1414,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,1010,1415,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,1010,1416,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,1010,1422,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,1010,1610,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,1010,1611,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,1010,1612,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,1010,1613,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,1010,1621,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,1010,1624,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,1010,1711,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,1010,1713,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,1010,1714,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,1020,0,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,1020,1411,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,1020,1413,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,1020,1422,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,1020,1621,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,1020,1624,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,1020,1711,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,2000,0,V10,E13,,,Z34,,,CE1,SE1,SE2,,,,,,,,,,,,
11000,1000,52112,2000,1412,V10,E13,,,Z34,,,CE1,SE1,SE2,,,,,,,,,,,,
11000,1000,52112,2000,1422,V10,E13,,,Z34,,,CE1,SE1,SE2,,,,,,,,,,,,
11000,1000,52112,2000,1621,V10,E13,,,Z34,,,CE1,SE1,SE2,,,,,,,,,,,,
11000,1000,52112,2000,1711,V10,E13,,,Z34,,,CE1,SE1,SE2,,,,,,,,,,,,
11000,1000,52112,2000,1712,V10,E13,,,Z34,,,CE1,SE1,SE2,,,,,,,,,,,,
11000,1000,52112,2000,1713,V10,E13,,,Z34,,,CE1,SE1,SE2,,,,,,,,,,,,
11000,1000,52112,2000,1714,V10,E13,,,Z34,,,CE1,SE1,SE2,,,,,,,,,,,,
11000,1000,52112,3000,0,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,3000,1415,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,3000,1621,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,3000,1624,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,3000,1711,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,3000,1713,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,4010,0,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,4010,1411,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,4010,1412,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,4010,1413,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,4010,1414,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,4010,1416,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,4010,1621,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,4010,1624,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,4010,1711,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,4010,1713,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,4010,1714,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,4020,0,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,4020,1411,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,4020,1412,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,4020,1413,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,4020,1414,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,4020,1415,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,4020,1416,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,4020,1422,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,4020,1621,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,4020,1624,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,4020,1711,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,4020,1713,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,4020,1714,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,4025,0,V10,E13,,,Z34,,,CE1,SE1,SE2,,,,,,,,,,,,
11000,1000,52112,4025,1412,V10,E13,,,Z34,,,CE1,SE1,SE2,,,,,,,,,,,,
11000,1000,52112,4025,1422,V10,E13,,,Z34,,,CE1,SE1,SE2,,,,,,,,,,,,
11000,1000,52112,4025,1621,V10,E13,,,Z34,,,CE1,SE1,SE2,,,,,,,,,,,,
11000,1000,52112,4025,1711,V10,E13,,,Z34,,,CE1,SE1,SE2,,,,,,,,,,,,
11000,1000,52112,4025,1712,V10,E13,,,Z34,,,CE1,SE1,SE2,,,,,,,,,,,,
11000,1000,52112,4025,1714,V10,E13,,,Z34,,,CE1,SE1,SE2,,,,,,,,,,,,
11000,1000,52112,4030,0,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,4030,1411,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,4030,1412,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,4030,1413,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,4030,1414,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,4030,1621,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,4030,1624,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,4030,1711,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,4030,1713,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,4030,1714,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,4040,0,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,4040,1411,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,4040,1412,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,4040,1413,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,4040,1414,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,4040,1415,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,4040,1416,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,4040,1422,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,4040,1610,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,4040,1611,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,4040,1612,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,4040,1621,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,4040,1624,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,4040,1711,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,4040,1712,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,4040,1713,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,4040,1714,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,9000,0,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,9000,1411,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,9000,1415,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,9000,1416,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,9000,1422,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,9000,1618,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,9000,1621,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,9000,1622,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,9000,1624,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52112,9000,1711,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,0,0,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,0,1610,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,0,1611,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,0,1612,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,0,1613,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,1010,0,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,1010,1411,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,1010,1412,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,1010,1413,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,1010,1414,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,1010,1415,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,1010,1416,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,1010,1422,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,1010,1610,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,1010,1611,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,1010,1612,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,1010,1613,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,1010,1621,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,1010,1624,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,1010,1711,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,1010,1713,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,1010,1714,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,1020,0,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,1020,1411,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,1020,1413,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,1020,1422,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,1020,1621,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,1020,1624,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,1020,1711,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,2000,0,V10,E13,,,Z34,,,CE1,SE1,SE2,,,,,,,,,,,,
11000,1000,52210,2000,1412,V10,E13,,,Z34,,,CE1,SE1,SE2,,,,,,,,,,,,
11000,1000,52210,2000,1422,V10,E13,,,Z34,,,CE1,SE1,SE2,,,,,,,,,,,,
11000,1000,52210,2000,1621,V10,E13,,,Z34,,,CE1,SE1,SE2,,,,,,,,,,,,
11000,1000,52210,2000,1624,V10,E13,,,Z34,,,CE1,SE1,SE2,,,,,,,,,,,,
11000,1000,52210,2000,1711,V10,E13,,,Z34,,,CE1,SE1,SE2,,,,,,,,,,,,
11000,1000,52210,2000,1712,V10,E13,,,Z34,,,CE1,SE1,SE2,,,,,,,,,,,,
11000,1000,52210,2000,1713,V10,E13,,,Z34,,,CE1,SE1,SE2,,,,,,,,,,,,
11000,1000,52210,2000,1714,V10,E13,,,Z34,,,CE1,SE1,SE2,,,,,,,,,,,,
11000,1000,52210,3000,0,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,3000,1415,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,3000,1621,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,3000,1624,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,3000,1711,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,3000,1713,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,4010,0,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,4010,1411,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,4010,1412,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,4010,1413,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,4010,1414,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,4010,1416,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,4010,1621,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,4010,1624,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,4010,1711,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,4010,1713,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,4010,1714,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,4020,0,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,4020,1411,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,4020,1412,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,4020,1413,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,4020,1414,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,4020,1415,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,4020,1416,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,4020,1422,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,4020,1619,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,4020,1621,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,4020,1624,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,4020,1711,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,4020,1713,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,4020,1714,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,4025,0,V10,E13,,,Z34,,,CE1,SE1,SE2,,,,,,,,,,,,
11000,1000,52210,4025,1412,V10,E13,,,Z34,,,CE1,SE1,SE2,,,,,,,,,,,,
11000,1000,52210,4025,1422,V10,E13,,,Z34,,,CE1,SE1,SE2,,,,,,,,,,,,
11000,1000,52210,4025,1621,V10,E13,,,Z34,,,CE1,SE1,SE2,,,,,,,,,,,,
11000,1000,52210,4025,1711,V10,E13,,,Z34,,,CE1,SE1,SE2,,,,,,,,,,,,
11000,1000,52210,4025,1712,V10,E13,,,Z34,,,CE1,SE1,SE2,,,,,,,,,,,,
11000,1000,52210,4025,1714,V10,E13,,,Z34,,,CE1,SE1,SE2,,,,,,,,,,,,
11000,1000,52210,4030,0,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,4030,1411,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,4030,1412,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,4030,1413,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,4030,1414,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,4030,1621,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,4030,1624,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,4030,1711,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,4030,1713,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,4030,1714,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,4040,0,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,4040,1411,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,4040,1412,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,4040,1413,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,4040,1414,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,4040,1415,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,4040,1416,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,4040,1422,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,4040,1610,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,4040,1611,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,4040,1612,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,4040,1621,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
11000,1000,52210,4040,1624,V10,E13,,,Z34,,,CE1,,,,,,,,,,,,,,
